"ID","Title","Attachments","Created By","Created On","Estimate","Expected Result","Forecast","Priority","References","Section","Section Depth","Section Description","Status","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","Type","Updated By","Updated On","is_converted"
"C62","Edit Profile Modal Content","","Ciler Uzal","4/28/2026 11:17 AM","","<ul><li data-section-id=""m9lp5j"" data-start=""490"" data-end=""546"" data-pasted=""true"">The Edit Profile modal should open successfully.</li><li data-section-id=""u1k8d7"" data-start=""547"" data-end=""902"">The modal should contain:<ul data-start=""577"" data-end=""902"" style=""font-weight: initial""><li data-section-id=""933ypp"" data-start=""577"" data-end=""639"">A ""+"" button for adding or changing user photo/avatar.</li><li data-section-id=""jmpfjw"" data-start=""642"" data-end=""705"">A User Name field pre-filled with registered user data.</li><li data-section-id=""1yf0q88"" data-start=""708"" data-end=""768"">An Email field pre-filled with registered user data.</li><li data-section-id=""o20tch"" data-start=""771"" data-end=""850"">A Password field pre-filled or masked (based on design/security rules).</li><li data-section-id=""113ast1"" data-start=""853"" data-end=""902"">A Send button at the bottom of the modal.</li></ul></li></ul>","","Medium","","UX / UI and Responsive","0","","Design","<ul><li data-section-id=""1q3tl0l"" data-start=""242"" data-end=""300"" data-pasted=""true"">Click on the user avatar in the top-right header.</li><li data-section-id=""q6ymr1"" data-start=""340"" data-end=""387"">Verify the Edit Profile modal content.</li></ul>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 1:24 PM","1"
"C61","Hamburger Menu","","Ciler Uzal","4/28/2026 11:06 AM","","<ul><li data-section-id=""1cdwdbw"" data-start=""478"" data-end=""554"" data-pasted=""true"">The hamburger menu icon should be visible on the top-left of the header.</li><li data-section-id=""1jxpcmf"" data-start=""555"" data-end=""620"">When clicked, a sidebar menu should slide/open correctly.</li></ul>","","High","","UX / UI and Responsive","0","","Design","<ul><li data-section-id=""ypfq3d"" data-start=""222"" data-end=""303"" data-pasted=""true"">Locate the hamburger menu icon on the top-left corner of the header.</li><li data-section-id=""18qbwnc"" data-start=""304"" data-end=""342"">Click on the hamburger menu icon.</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 10:14 AM","1"
"C66","Sidebar Content","","Ciler Uzal","4/28/2026 11:20 AM","","<ul><li data-section-id=""fmd5od"" data-start=""239"" data-end=""303"" data-pasted=""true"">Application logo should be visible at the top of sidebar</li><li data-section-id=""gttx9v"" data-start=""304"" data-end=""367"">Create New Board button should be visible and clickable</li><li data-section-id=""1hm2jr4"" data-start=""368"" data-end=""472"">Board listshould be displayed with:<ul data-start=""413"" data-end=""472"" style=""font-weight: initial""><li data-section-id=""1ty3ad5"" data-start=""413"" data-end=""427"">Board icon</li><li data-section-id=""1yfhdzp"" data-start=""430"" data-end=""444"">Board name</li><li data-section-id=""1rpi3su"" data-start=""447"" data-end=""472"">Edit and delete icons</li></ul></li><li data-section-id=""vwe9p4"" data-start=""473"" data-end=""568"">Need Help block should be visible and should navigate to help/support form when clicked</li><li data-section-id=""zzv20r"" data-start=""569"" data-end=""623"">Log Out button should be visible and clickable</li></ul>","","Medium","","UX / UI and Responsive","0","","Design","<ol data-start=""150"" data-end=""207"" data-pasted=""true""><li data-section-id=""v8ul25"" data-start=""150"" data-end=""175"">Open the sidebar</li><li data-section-id=""5r3y9a"" data-start=""176"" data-end=""207"">Check all sidebar sections</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 1:19 PM","1"
"C110","Bell Icon for Today’s Deadline","","Ciler Uzal","4/30/2026 8:46 PM","","<ul><li data-section-id=""1cxbiy9"" data-start=""373"" data-end=""416"" data-pasted=""true"">Bell icon should be visible on the task</li><li data-section-id=""1g0u23"" data-start=""417"" data-end=""476"">Icon should clearly indicate that the task is due today</li><li data-section-id=""1x28o2y"" data-start=""477"" data-end=""542"">No bell icon should appear for tasks with different due dates</li></ul>","","Medium","","UX / UI and Responsive","0","","Design","<ol data-start=""276"" data-end=""341"" data-pasted=""true""><li data-section-id=""topy4p"" data-start=""276"" data-end=""316"">Locate a task with today’s due date</li><li data-section-id=""16vnigb"" data-start=""317"" data-end=""341"">Observe the task UI</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 8:48 PM","1"
"C111","Truncate Long Card Description Properly","","Ciler Uzal","4/30/2026 8:52 PM","","<ul data-start=""505"" data-end=""732"" data-pasted=""true""><li data-section-id=""n59ka0"" data-start=""505"" data-end=""558"">Description text should be truncated properly</li><li data-section-id=""b8fycl"" data-start=""559"" data-end=""609"">Overflow should be handled with “…” </li><li data-section-id=""3pdgjp"" data-start=""610"" data-end=""642"">Card layout should NOT break</li><li data-section-id=""bzweke"" data-start=""643"" data-end=""694"">No text should overflow outside card boundaries</li><li data-section-id=""fvdk9n"" data-start=""695"" data-end=""732"">UI alignment should remain intact</li></ul>","","Low","","UX / UI and Responsive","0","","Design","<ul><li data-section-id=""1hl4wbu"" data-start=""313"" data-end=""339"" data-pasted=""true"">Create or edit a card</li><li data-section-id=""1aecvwv"" data-start=""340"" data-end=""413"">Enter a very long description text (exceeding visible card area)</li><li data-section-id=""n2zs7o"" data-start=""414"" data-end=""432"">Save the card</li><li data-section-id=""9cbgfh"" data-start=""433"" data-end=""473"">Observe the card in the column view</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 8:53 PM","1"
"C63","Discard Changes via X Button","","Ciler Uzal","4/28/2026 11:18 AM","","<ul data-start=""484"" data-end=""865"" data-pasted=""true""><li data-section-id=""12jlcg6"" data-start=""484"" data-end=""542"">The modal should close when clicking the X button.</li><li data-section-id=""1z0x7du"" data-start=""543"" data-end=""605"">Any unsaved changes should not be saved to the system.</li></ul>","","Medium","","Edit Profile","0","","Design","<ul><li data-section-id=""9n9r6t"" data-start=""263"" data-end=""300"" data-pasted=""true"">Open the Edit Profile modal.</li><li data-section-id=""r9366v"" data-start=""301"" data-end=""352"">Modify one or more fields (do not click Send).</li><li data-section-id=""1mw01ms"" data-start=""353"" data-end=""418"">Click on the “X” (close) button at the top of the modal.</li></ul>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 10:22 AM","1"
"C65","Verify Email Field is Pre-filled in Edit Profile","","Ciler Uzal","4/28/2026 11:19 AM","","<p>The Email field should be pre-filled with the user’s existing email address</p><p data-start=""438"" data-end=""457""><br></p>","","High","","Edit Profile","0","","Design","<ol data-start=""263"" data-end=""330"" data-pasted=""true""><li data-section-id=""2racx7"" data-start=""263"" data-end=""299"">Open the Edit Profile modal</li><li data-section-id=""1dofg5k"" data-start=""300"" data-end=""330"">Check the Email field</li></ol><p data-start=""332"" data-end=""352""><br></p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 11:04 AM","1"
"C64","Update Profile Photo Without Modifying Email","","Ciler Uzal","4/28/2026 11:19 AM","","<ul><li data-section-id=""1av9k9p"" data-start=""736"" data-end=""784"" data-pasted=""true"">Profile photo should be updated successfully</li><li data-section-id=""tsed5n"" data-start=""785"" data-end=""827"">Existing email should remain unchanged</li><li data-section-id=""1pr8t5n"" data-start=""828"" data-end=""879"">The system should not require re-entering email</li></ul>","","Medium","","Edit Profile","0","","Design","<ol data-start=""629"" data-end=""713"" data-pasted=""true""><li data-section-id=""9i71lb"" data-start=""629"" data-end=""665"">Leave the Email field unchanged</li><li data-section-id=""uy9i2k"" data-start=""666"" data-end=""693"">Upload a profile photo</li><li data-section-id=""1uogmve"" data-start=""694"" data-end=""713"">Click Send</li></ol><p data-start=""715"" data-end=""735""><br></p>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 11:05 AM","1"
"C72","Update User Name Successfully","","Ciler Uzal","4/29/2026 11:08 AM","","<ul><li data-section-id=""lh18bw"" data-start=""365"" data-end=""409"" data-pasted=""true"">User name should be updated successfully</li><li data-section-id=""1qs9hnl"" data-start=""410"" data-end=""452"">Updated name should be reflected in UI</li></ul>","","Medium","","Edit Profile","0","","Design","<ul><li data-section-id=""2okhz8"" data-start=""271"" data-end=""322"" data-pasted=""true"">Enter a valid value in the User Name field</li><li data-section-id=""1avz3nv"" data-start=""323"" data-end=""342"">Click Send</li></ul>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 11:15 AM","1"
"C73","Update Email Successfully","","Ciler Uzal","4/29/2026 11:08 AM","","<ol data-start=""660"" data-end=""727"" data-pasted=""true""><li data-section-id=""za41o6"" data-start=""750"" data-end=""790"" data-pasted=""true"">Email should be updated successfully</li></ol><p data-start=""729"" data-end=""749""><br></p>","","Medium","","Edit Profile","0","","Design","<ol data-start=""660"" data-end=""727"" data-pasted=""true""><li data-section-id=""1np9t95"" data-start=""660"" data-end=""707"">Enter a valid email in the Email field</li><li data-section-id=""1avz3nv"" data-start=""708"" data-end=""727"">Click Send</li></ol><p data-start=""729"" data-end=""749""><br></p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 11:17 AM","1"
"C89","Password Minimum Length Validation","","Ciler Uzal","4/30/2026 11:17 AM","","<ul><li data-section-id=""15pekct"" data-start=""1138"" data-end=""1179"" data-pasted=""true"">System should reject the password</li></ul>","","Medium","","Edit Profile","0","","Design","<ul data-pasted=""true""><li data-section-id=""2qwo13"" data-start=""1025"" data-end=""1095"" data-pasted=""true"">Enter a password shorter than minimum length (e.g., 2 characters)</li><li data-section-id=""1avz3nv"" data-start=""1096"" data-end=""1115"">Click Send</li></ul>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 11:18 AM","1"
"C90","Update Profile with Valid Password","","Ciler Uzal","4/30/2026 11:18 AM","","<ul><li data-section-id=""xf1aed"" data-start=""1594"" data-end=""1637"" data-pasted=""true"">Password should be updated successfully</li><li data-section-id=""a5138t"" data-start=""1638"" data-end=""1677"">System should accept valid password</li></ul>","","Medium","","Edit Profile","0","","Design","<ul><li data-section-id=""11bkg8f"" data-start=""1497"" data-end=""1551"" data-pasted=""true"">Enter a valid password (meeting all requirements)</li><li data-section-id=""1avz3nv"" data-start=""1552"" data-end=""1571"">Click Send</li></ul>","","","","","","","Master","S6","Other","Ciler Uzal","4/30/2026 11:19 AM","1"
"C67","Create a New Board Successfully","","Ciler Uzal","4/28/2026 11:21 AM","","<ul><li data-section-id=""1p9vn61"" data-start=""360"" data-end=""404"" data-pasted=""true"">New board should be created successfully</li><li data-section-id=""2093g3"" data-start=""405"" data-end=""442"">Board should appear in board list</li><li data-section-id=""1rve8n8"" data-start=""443"" data-end=""493"">Selected icon and background should be applied</li></ul>","","High","","Board","0","","Design","<ul><li data-section-id=""u0rd1b"" data-start=""220"" data-end=""254"" data-pasted=""true"">Enter a valid Board Title</li><li data-section-id=""hs8gkz"" data-start=""255"" data-end=""304"">Select icon and background (or keep default)</li><li data-section-id=""10mfexw"" data-start=""305"" data-end=""333"">Click Create button</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 12:35 PM","1"
"C68","Discard Changes via X Button","","Ciler Uzal","4/28/2026 11:21 AM","","<ul><li data-section-id=""sn1u1t"" data-start=""779"" data-end=""824"" data-pasted=""true"">Modal should close without saving changes</li><li data-section-id=""1hyrpwh"" data-start=""825"" data-end=""859"">No new board should be created</li></ul>","","Medium","","Board","0","","Design","<p>Click X (close) button</p><p><br></p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 12:03 PM","1"
"C69","Create Board Without Title Validation","","Ciler Uzal","4/28/2026 11:21 AM","","<ul><li data-section-id=""113a0p5"" data-start=""1170"" data-end=""1201"" data-pasted=""true"">Board should NOT be created</li><li data-section-id=""1w5k1rn"" data-start=""1202"" data-end=""1270"">Validation error should be displayed </li></ul>","","High","","Board","0","","Design","<ul><li data-section-id=""16xhwto"" data-start=""1076"" data-end=""1114"" data-pasted=""true"">Leave Board Title field empty</li><li data-section-id=""10p51hh"" data-start=""1115"" data-end=""1143"">Click Create button</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 12:35 PM","1"
"C92","Delete Existing Board Successfully","","Ciler Uzal","4/30/2026 12:51 PM","","<ul><li data-section-id=""1txe88p"" data-start=""652"" data-end=""693"" data-pasted=""true"">Column should be created successfully</li><li data-section-id=""1bbmh32"" data-start=""694"" data-end=""735"">New column should appear on the board</li><li data-section-id=""dc6lar"" data-start=""736"" data-end=""782"">Add Column button should move to the right</li></ul>","","Medium","","Board","0","","Design","<ul><li data-section-id=""455o36"" data-start=""543"" data-end=""569"" data-pasted=""true"">Open Add Column modal</li><li data-section-id=""mvhp1s"" data-start=""570"" data-end=""601"">Enter a valid column title</li><li data-section-id=""1w90dp3"" data-start=""602"" data-end=""620"">Click Add</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 12:58 PM","1"
"C74","Create Column Successfully","","Ciler Uzal","4/29/2026 12:11 PM","","<ul><li data-section-id=""1j28t0w"" data-start=""823"" data-end=""851"" data-pasted=""true"">Column should be created</li><li data-section-id=""fn3dgn"" data-start=""852"" data-end=""889"">New column should appear on board</li><li data-section-id=""1b6cv4y"" data-start=""890"" data-end=""937"">Add Column button should shift to the right</li></ul>","","Medium","","Cloumn","0","","Design","<ul><li data-section-id=""1ayaskj"" data-start=""721"" data-end=""742"" data-pasted=""true"">Click Add another Column</li><li data-section-id=""fng8hd"" data-start=""743"" data-end=""772"">Enter valid column title</li><li data-section-id=""1w90dp3"" data-start=""773"" data-end=""791"">Click add</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:42 PM","1"
"C94","Edit Existing Cloumn Successfully","","Ciler Uzal","4/30/2026 1:27 PM","","<ul><li data-section-id=""13bc8qp"" data-start=""516"" data-end=""580"" data-pasted=""true"">Edit Column modal should open with pre-filled existing title</li><li data-section-id=""10d86zz"" data-start=""581"" data-end=""624"">User should be able to modify the title</li><li data-section-id=""16t29v0"" data-start=""625"" data-end=""672"">Column title should be updated successfully</li><li data-section-id=""c3xg8a"" data-start=""673"" data-end=""723"">Updated title should be displayed on the board</li></ul>","","Medium","","Cloumn","0","","Design","<ul><li data-section-id=""1anitpa"" data-start=""317"" data-end=""370"" data-pasted=""true"">Click Edit Column icon on an existing column</li><li data-section-id=""qqe19h"" data-start=""371"" data-end=""405"">Edit Column modal should open</li><li data-section-id=""ggmu1"" data-start=""406"" data-end=""453"">Modify the column title with a valid value</li><li data-section-id=""dnf3pk"" data-start=""454"" data-end=""484"">Click Add button</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:55 PM","1"
"C93","Create Cloumn Without Title Validation","","Ciler Uzal","4/30/2026 1:00 PM","","<ul><li data-section-id=""1tojpc5"" data-start=""1025"" data-end=""1057"" data-pasted=""true"">Column should NOT be created</li><li data-section-id=""1io8gyl"" data-start=""1058"" data-end=""1100"">Validation message should be displayed</li><li data-section-id=""11jpiea"" data-start=""1101"" data-end=""1129"">Modal should remain open</li></ul>","","Medium","","Cloumn","0","","Design","<p>Open Add Column modal</p><p>Leave title field empty</p><p>Click Add</p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 1:01 PM","1"
"C95","Discard Changes via X Button","","Ciler Uzal","4/30/2026 4:47 PM","","<ul><li data-section-id=""1shlawo"" data-start=""421"" data-end=""455"" data-pasted=""true"">Modal should close immediately</li><li data-section-id=""13hypl1"" data-start=""456"" data-end=""498"">No column should be created </li><li data-section-id=""u0xiym"" data-start=""499"" data-end=""541"">No changes should be saved </li></ul>","","Medium","","Cloumn","0","","Design","<ol data-start=""313"" data-end=""389"" data-pasted=""true""><li data-section-id=""1d04hyr"" data-start=""313"" data-end=""357"">Enter or modify data in the title field</li><li data-section-id=""1608c1a"" data-start=""358"" data-end=""389"">Click Close (X) button</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:48 PM","1"
"C96","Delete Existing Board Successfully","","Ciler Uzal","4/30/2026 4:49 PM","","<ul data-pasted=""true""><li data-section-id=""h8qsdj"" data-start=""350"" data-end=""393"" data-pasted=""true"">Column should be removed from the board</li><li data-section-id=""omhss9"" data-start=""394"" data-end=""448"">All tasks inside the column should also be removed</li><li data-section-id=""y4jkq0"" data-start=""449"" data-end=""481"">UI should update immediately</li><li data-section-id=""1vn3ab9"" data-start=""482"" data-end=""539"">Deleted column should not reappear after page refresh</li></ul>","","Medium","","Cloumn","0","","Design","<ul><li data-section-id=""1byioq5"" data-start=""270"" data-end=""318"" data-pasted=""true"">Click Delete icon on an existing column</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:51 PM","1"
"C97","Create a Card Successfully","","Ciler Uzal","4/30/2026 4:52 PM","","<ul><li data-section-id=""99abtn"" data-start=""462"" data-end=""501"" data-pasted=""true"">Card should be created successfully</li></ul>","","Medium","","Card","0","","Design","<ul><li data-section-id=""vtyxpm"" data-start=""272"" data-end=""303"" data-pasted=""true"">Click Add another card</li><li data-section-id=""unifvr"" data-start=""304"" data-end=""326"">Enter valid title</li><li data-section-id=""18y99kf"" data-start=""327"" data-end=""366"">Enter valid description (optional)</li><li data-section-id=""c1x14x"" data-start=""367"" data-end=""411"">Select priority and due date (optional)</li><li data-section-id=""jbzhjl"" data-start=""412"" data-end=""430"">Click Add</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:55 PM","1"
"C98","Edit Existing Card Successfully","","Ciler Uzal","4/30/2026 4:52 PM","","<ul><li data-section-id=""9jf5y8"" data-start=""940"" data-end=""992"" data-pasted=""true"">Card edit modal should open with pre-filled data</li><li data-section-id=""fpcu7z"" data-start=""993"" data-end=""1033"">Changes should be saved successfully</li></ul>","","Medium","","Card","0","","Design","<ol data-start=""812"" data-end=""908"" data-pasted=""true""><li data-section-id=""1812dzr"" data-start=""812"" data-end=""846"">Click Edit icon on a card</li><li data-section-id=""hvp5x2"" data-start=""847"" data-end=""883"">Modify title and/or description</li><li data-section-id=""stx5ok"" data-start=""884"" data-end=""908"">Click Edit/Save</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:57 PM","1"
"C99","Delete Existing Card Successfully","","Ciler Uzal","4/30/2026 4:57 PM","","<ul data-start=""1400"" data-end=""1500"" data-pasted=""true""><li data-section-id=""etdzao"" data-start=""1400"" data-end=""1426"">Card should be removed</li></ul>","","Medium","","Card","0","","Design","<p>Click Delete icon on a card</p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 4:59 PM","1"
"C100","Create Card Without Title Validation","","Ciler Uzal","4/30/2026 4:59 PM","","<ul><li data-section-id=""cm4gh3"" data-start=""1823"" data-end=""1853"" data-pasted=""true"">Card should NOT be created</li><li data-section-id=""1hhjnc5"" data-start=""1854"" data-end=""1902"">Validation error message should be displayed</li></ul>","","Medium","","Card","0","","Design","<ol data-start=""1710"" data-end=""1791"" data-pasted=""true""><li data-section-id=""x1gedy"" data-start=""1710"" data-end=""1738"">Leave title field empty</li><li data-section-id=""6no0a4"" data-start=""1739"" data-end=""1772"">Fill other fields (optional)</li><li data-section-id=""1w90dp3"" data-start=""1773"" data-end=""1791"">Click Add</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:00 PM","1"
"C101","Create Card Without Description","","Ciler Uzal","4/30/2026 5:00 PM","","<ul><li data-section-id=""cm4gh3"" data-start=""1823"" data-end=""1853"" data-pasted=""true"">Card should NOT be created</li><li data-section-id=""1hhjnc5"" data-start=""1854"" data-end=""1902"">Validation error message should be displayed</li></ul>","","Medium","","Card","0","","Design","<ol data-start=""2137"" data-end=""2207"" data-pasted=""true""><li data-section-id=""j0ljwk"" data-start=""2137"" data-end=""2159"">Enter valid title</li><li data-section-id=""1qp8rox"" data-start=""2160"" data-end=""2188"">Leave description empty</li><li data-section-id=""1w90dp3"" data-start=""2189"" data-end=""2207"">Click Add</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:02 PM","1"
"C102","Move Card Using Move Button","","Ciler Uzal","4/30/2026 5:02 PM","","<ul data-start=""3092"" data-end=""3212"" data-pasted=""true""><li data-section-id=""11nhtts"" data-start=""3092"" data-end=""3131"">Card should move to selected column</li><li data-section-id=""pnqroh"" data-start=""3132"" data-end=""3179"">Card should be removed from previous column</li></ul>","","Medium","","Card","0","","Design","<ul><li data-section-id=""k345if"" data-start=""2983"" data-end=""3019"" data-pasted=""true"">Click Move button on a card</li><li data-section-id=""b41qbl"" data-start=""3020"" data-end=""3060"">Select another column from dropdown</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:03 PM","1"
"C103","Change Board Background Successfully","","Ciler Uzal","4/30/2026 5:07 PM","","<ul><li data-section-id=""ir1iqk"" data-start=""459"" data-end=""513"" data-pasted=""true"">Selected background should be applied to the board</li><li data-section-id=""y4jkq0"" data-start=""514"" data-end=""546"">UI should update immediately</li><li data-section-id=""ijxw9i"" data-start=""547"" data-end=""604"">Selected background should persist after page refresh</li></ul>","","Medium","","Filters","0","","Design","<ul><li data-section-id=""5gwtjl"" data-start=""298"" data-end=""327"" data-pasted=""true"">Click Filters button</li><li data-section-id=""aqspd7"" data-start=""328"" data-end=""387"">Select a background option (including “No background”)</li><li data-section-id=""1mc86kr"" data-start=""388"" data-end=""427"">Close modal (or apply if required)</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:09 PM","1"
"C104","Priority Label Color Filtering","","Ciler Uzal","4/30/2026 5:09 PM","","<ul data-start=""981"" data-end=""1104"" data-pasted=""true""><li data-section-id=""1bme3ri"" data-start=""981"" data-end=""1038"">Only tasks with selected priority should be displayed</li><li data-section-id=""8ytbw6"" data-start=""1039"" data-end=""1071"">Other tasks should be hidden</li><li data-section-id=""y4jkq0"" data-start=""1072"" data-end=""1104"">UI should update immediately</li><li data-section-id=""y4jkq0"" data-start=""1072"" data-end=""1104"">Label colors on visible tasks should match selected filter</li></ul>","","Medium","","Filters","0","","Design","<ol data-start=""883"" data-end=""949"" data-pasted=""true""><li data-section-id=""5gwtjl"" data-start=""388"" data-end=""417"" data-pasted=""true"">Click Filters button</li><li data-section-id=""l86uw1"" data-start=""418"" data-end=""470"">Select a priority label (e.g. High – green)</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:16 PM","1"
"C105","Discard Changes Close Filter Modal via X Button","","Ciler Uzal","4/30/2026 5:17 PM","","<ul><li data-section-id=""1yvi0bg"" data-start=""2250"" data-end=""2272"" data-pasted=""true"">Modal should close</li><li data-section-id=""svpj77"" data-start=""2273"" data-end=""2339"">No unintended changes should be applied (if no selection made)</li></ul>","","Medium","","Filters","0","","Design","<p>Click Close (X) button</p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:20 PM","1"
"C106","Remove Filters (Show All)","","Ciler Uzal","4/30/2026 5:20 PM","","<ul data-start=""1870"" data-end=""1987"" data-pasted=""true""><li data-section-id=""x2vil3"" data-start=""1870"" data-end=""1907"">All tasks should be visible again</li><li data-section-id=""2m2s7y"" data-start=""1908"" data-end=""1949"">Any applied filters should be cleared</li><li data-section-id=""1tn9mi8"" data-start=""1950"" data-end=""1987"">UI should return to default state</li></ul>","","Medium","","Filters","0","","Design","<p>Click <strong data-start=""1817"" data-end=""1829"" data-pasted=""true"">Show all</strong> button</p>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:21 PM","1"
"C70","Submit Need Help Form (Success Feedback Validation)","","Ciler Uzal","4/28/2026 11:21 AM","","<ul><li data-section-id=""2jjurc"" data-start=""594"" data-end=""635"" data-pasted=""true"">Form should be submitted successfully</li><li data-section-id=""okopfb"" data-start=""636"" data-end=""722"">Success message (“Sent”, “Your request has been received” vb.) should be displayed</li><li data-section-id=""1r924t0"" data-start=""723"" data-end=""754"">Modal should close </li><li data-section-id=""1jboquo"" data-start=""755"" data-end=""780"">No error should occur</li></ul>","","Medium","","Support and Help","0","","Design","<ul><li data-section-id=""56s4eb"" data-start=""451"" data-end=""479"" data-pasted=""true"">Open Need Help form</li><li data-section-id=""1ly7q0t"" data-start=""480"" data-end=""510"">Enter valid email address</li><li data-section-id=""stb3kd"" data-start=""511"" data-end=""535"">Enter valid message</li><li data-section-id=""puhd8b"" data-start=""536"" data-end=""562"">Click Send button</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 5:32 PM","1"
"C107","Prevent Submission with Empty Email","","Ciler Uzal","4/30/2026 5:32 PM","","<ul data-start=""1727"" data-end=""1837"" data-pasted=""true""><li data-section-id=""li6vms"" data-start=""1727"" data-end=""1759"">Form should NOT be submitted</li><li data-section-id=""1dedrwl"" data-start=""1760"" data-end=""1808"">Message validation error should be displayed</li><li data-section-id=""11jpiea"" data-start=""1809"" data-end=""1837"">Modal should remain open</li></ul>","","Medium","","Support and Help","0","","Design","<ul><li data-section-id=""14xtse2"" data-start=""1197"" data-end=""1225"" data-pasted=""true"">Leave email field empty</li><li data-section-id=""5ix5nw"" data-start=""1226"" data-end=""1250"">Enter valid message</li><li data-section-id=""1uogmve"" data-start=""1251"" data-end=""1270"">Click Send</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","5/11/2026 8:40 PM","1"
"C108","Prevent Submission with Empty Message","","Ciler Uzal","4/30/2026 5:32 PM","","<ul data-start=""1727"" data-end=""1837"" data-pasted=""true""><li data-section-id=""li6vms"" data-start=""1727"" data-end=""1759"">Form should NOT be submitted</li><li data-section-id=""1dedrwl"" data-start=""1760"" data-end=""1808"">Message validation error should be displayed</li><li data-section-id=""11jpiea"" data-start=""1809"" data-end=""1837"">Modal should remain open</li></ul>","","Medium","","Support and Help","0","","Design","<ul><li data-section-id=""gcyc88"" data-start=""1622"" data-end=""1644"" data-pasted=""true"">Enter valid email</li><li data-section-id=""1fbotry"" data-start=""1645"" data-end=""1675"">Leave message field empty</li><li data-section-id=""1uogmve"" data-start=""1676"" data-end=""1695"">Click Send</li></ul>","","","","","","","Master","S6","Functional","Ciler Uzal","5/11/2026 8:40 PM","1"
"C109","Discard Changes Need Help Form via X Button","","Ciler Uzal","4/30/2026 8:26 PM","","<ul><li data-section-id=""1yvi0bg"" data-start=""896"" data-end=""918"" data-pasted=""true"">Modal should close</li><li data-section-id=""1ncpv2u"" data-start=""919"" data-end=""950"">No data should be submitted</li><li data-section-id=""8ozgbz"" data-start=""951"" data-end=""987"">Entered data should NOT be saved</li></ul>","","Medium","","Support and Help","0","","Design","<ol data-start=""794"" data-end=""864"" data-pasted=""true""><li data-section-id=""14iq0ps"" data-start=""794"" data-end=""832"">Enter data into fields (optional)</li><li data-section-id=""1608c1a"" data-start=""833"" data-end=""864"">Click Close (X) button</li></ol>","","","","","","","Master","S6","Functional","Ciler Uzal","4/30/2026 8:28 PM","1"
"C112","User Google Login","","Ciler Uzal","5/11/2026 5:06 PM","","<p>The server should return a <b data-path-to-node=""10,1,2,0"" data-index-in-node=""27"" data-pasted=""true"">302 Redirect</b> status code to the Google OAuth page.</p><p><br></p>","","High","","Postman API Test Cases","0","","Design","<p><span data-path-to-node=""10,1,1,0"">Send a <b data-path-to-node=""10,1,1,0"" data-index-in-node=""7"">GET</b> request to the <code data-path-to-node=""10,1,1,0"" data-index-in-node=""26"">/api/user/google</code> endpoint via Postman.</span></p><p><span data-path-to-node=""10,1,1,0""><span data-path-to-node=""10,2,1,0"">Inspect the <b data-path-to-node=""10,2,1,0"" data-index-in-node=""12"">Status Code</b> and <b data-path-to-node=""10,2,1,0"" data-index-in-node=""28"">Response Body</b> in Postman.</span></span></p>","","","","","","","Master","S6","Functional","Ciler Uzal","5/11/2026 6:36 PM","1"
